gene	lof.pLI
FEZ1	7.3306e-01
FEZ2	1.6506e-04
FEZF1	9.9962e-01
FEZF2	9.9998e-01
FFAR1	1.3561e-01
FFAR2	4.1057e-01
FFAR3	3.1131e-01
FFAR4	2.4118e-05
FGA	2.9066e-06
FGB	9.0787e-01
FGD1	9.9970e-01
FGD2	1.3441e-04
FGD3	2.9498e-08
FGD4	9.8264e-01
FGD5	1.0000e+00
FGD6	1.5819e-02
FGF1	4.8603e-01
FGF10	9.9903e-01
FGF11	1.2467e-01
FGF12	3.5647e-01
FGF13	9.6723e-01
FGF14	9.9977e-01
FGF16	7.5107e-01
FGF17	9.9787e-01
FGF18	9.8454e-01
FGF19	3.0084e-03
FGF2	1.1816e-02
FGF20	3.6874e-01
FGF21	1.5619e-05
FGF22	5.1596e-06
FGF23	8.7537e-03
FGF3	1.5732e-03
FGF4	1.7560e-03
FGF5	2.3407e-02
FGF6	1.9038e-01
FGF7	8.4006e-01
FGF8	7.5025e-01
FGF9	9.9251e-01
FGFBP1	3.1619e-04
FGFBP2	1.7270e-03
FGFBP3	1.5483e-02
FGFR1	1.0000e+00
FGFR1OP2	1.7952e-01
FGFR2	1.0000e+00
FGFR3	9.9988e-01
FGFR4	1.0833e-02
FGFRL1	3.8209e-02
FGG	7.9357e-01
FGGY	2.5053e-02
FGL1	6.6884e-21
FGL2	2.3304e-03
FGR	9.2320e-01
FH	3.6061e-01
FHAD1	1.5614e-02
FHDC1	1.8316e-02
FHIP1A	4.2954e-01
FHIP1B	9.9990e-01
FHIP2A	1.8932e-01
FHIP2B	1.3872e-19
FHIT	1.3626e-02
FHL1	9.6979e-01
FHL2	4.4555e-01
FHL3	1.2186e-03
FHL5	1.1376e-09
FHOD1	1.5086e-17
FHOD3	7.2555e-01
FIBCD1	1.9215e-11
FIBIN	1.7654e-02
FIBP	7.0260e-07
FICD	1.5453e-01
FIG4	2.5628e-03
FIGLA	1.4830e-03
FIGN	1.0000e+00
FIGNL1	5.8796e-01
FIGNL2	3.5490e-01
FILIP1	1.9321e-08
FILIP1L	9.9753e-01
FIP1L1	1.0000e+00
FIS1	5.8971e-02
FITM1	2.3518e-01
FITM2	2.9777e-04
FIZ1	4.3677e-01
FJX1	9.0243e-08
FKBP10	2.2609e-01
FKBP11	1.7013e-03
FKBP14	4.1520e-06
FKBP15	1.5983e-06
FKBP1A	6.1102e-01
FKBP1B	5.9879e-01
FKBP1C	3.3347e-03
FKBP2	3.6167e-03
FKBP3	3.1306e-01
FKBP4	1.9951e-01
FKBP5	1.4038e-01
FKBP6	3.6996e-04
FKBP7	5.4745e-04
FKBP8	1.0000e+00
FKBP9	2.8015e-02
FKBPL	1.5858e-11
FKRP	7.9153e-02
FKTN	3.8170e-02
FLACC1	1.3147e-02
FLAD1	3.2510e-02
FLCN	9.8883e-01
FLG	2.0386e-04
FLG2	5.1805e-04
FLI1	9.9996e-01
FLII	7.5755e-02
FLNA	1.0000e+00
FLNB	5.2149e-01
FLNC	1.0000e+00
FLOT1	1.4354e-02
FLOT2	5.4683e-02
FLRT1	1.3458e-01
FLRT2	6.5999e-01
FLRT3	5.4498e-01
FLT1	1.0000e+00
FLT3	9.9725e-01
FLT3LG	9.8943e-01
FLT4	1.0000e+00
FLVCR1	1.3384e-04
FLVCR2	7.8592e-02
FLYWCH1	3.2069e-01
FLYWCH2	4.1811e-01
FMC1	8.0455e-02
FMC1-LUC7L2	4.2376e-03
FMN1	6.2311e-01
FMN2	9.9703e-01
FMNL1	9.9994e-01
FMNL2	2.0828e-01
FMNL3	1.6379e-01
FMO1	5.6558e-05
FMO2	5.5280e-01
FMO3	9.6389e-08
FMO4	2.8529e-06
FMO5	9.2933e-04
FMOD	1.3719e-02
FMR1	9.9361e-01
FMR1NB	8.1815e-02
FN1	1.0000e+00
FN3K	5.1142e-06
FN3KRP	2.2935e-04
FNBP1	9.9912e-01
FNBP1L	1.7312e-02
FNBP4	1.0000e+00
FNDC1	3.1268e-08
FNDC10	8.7720e-04
FNDC11	1.3515e-02
FNDC3A	1.0000e+00
FNDC3B	1.0000e+00
FNDC4	2.4105e-01
FNDC5	8.8946e-01
FNDC7	1.4106e-09
FNDC8	7.3573e-08
FNDC9	5.9929e-01
FNIP1	1.0000e+00
FNIP2	9.9998e-01
FNTA	6.0165e-01
FNTB	1.3257e-03
FOCAD	6.2519e-01
FOLH1	1.7818e-02
FOLH1B	2.7818e-08
FOLR1	1.3693e-01
FOLR2	2.6380e-01
FOLR3	3.9915e-01
FOS	9.7667e-01
FOSB	9.9557e-01
FOSL1	6.4042e-02
FOSL2	9.9969e-01
FOXA1	8.9395e-01
FOXA2	9.6744e-01
FOXA3	5.6593e-02
FOXB1	6.2356e-01
FOXB2	1.1593e-01
FOXC1	5.4553e-02
FOXC2	6.6313e-04
FOXD1	2.2698e-02
FOXD2	5.8472e-03
FOXD3	3.4023e-02
FOXD4	5.1041e-08
FOXD4L1	8.4000e-02
FOXD4L3	9.8691e-01
FOXD4L4	4.7472e-01
FOXD4L5	9.4917e-01
FOXD4L6	3.7841e-01
FOXE1	9.9257e-03
FOXE3	1.1659e-01
FOXF1	4.2531e-01
FOXF2	1.4166e-03
FOXG1	9.9831e-01
FOXH1	8.7353e-06
FOXI1	3.7770e-03
FOXI2	5.4517e-09
FOXI3	6.5198e-01
FOXJ1	4.3736e-01
FOXJ2	9.9998e-01
FOXK1	2.1695e-01
FOXK2	3.1142e-01
FOXL1	1.3545e-01
FOXL2	2.8013e-02
FOXL2NB	8.0668e-06
FOXL3	1.7652e-08
FOXM1	9.6966e-01
FOXN1	9.9949e-01
FOXN2	8.2812e-02
FOXN3	9.9975e-01
FOXN4	9.9877e-01
FOXO1	9.9996e-01
FOXO3	9.9997e-01
FOXO3B	3.7452e-01
FOXO4	8.1332e-01
FOXP1	1.0000e+00
FOXP2	1.0000e+00
FOXP3	9.9439e-01
FOXP4	9.9976e-01
FOXQ1	1.1192e-01
FOXR1	1.7077e-03
FOXR2	7.6682e-02
FOXRED1	4.9281e-08
FOXRED2	1.4281e-02
FOXS1	4.5422e-02
FPGS	2.2754e-07
FPGT	1.5451e-03
FPGT-TNNI3K	4.2845e-08
FPR1	3.1426e-01
FPR2	3.3184e-01
FPR3	1.4800e-01
FRA10AC1	5.1782e-02
FRAS1	8.2683e-06
FRAT1	2.8075e-04
FRAT2	3.0879e-01
FREM1	3.5788e-06
FREM2	2.6967e-10
FREM3	2.9683e-25
FRG1	6.1349e-01
FRG2	4.8833e-02
FRG2B	9.2055e-01
FRG2C	6.1516e-02
FRK	1.1744e-11
FRMD1	2.0408e-07
FRMD3	7.7152e-01
FRMD4A	9.9822e-01
FRMD4B	4.8080e-01
FRMD5	9.8902e-01
FRMD6	1.6133e-01
FRMD7	7.2983e-01
FRMD8	1.1763e-03
FRMPD1	3.4574e-02
FRMPD2	8.6828e-17
FRMPD3	4.2959e-02
FRMPD4	1.0000e+00
FRRS1	2.2517e-03
FRRS1L	3.2040e-03
FRS2	9.9911e-01
FRS3	4.4794e-01
FRY	1.0000e+00
FRYL	1.0000e+00
FRZB	7.8744e-10
FSBP	3.7757e-05
FSCB	3.5754e-01
FSCN1	9.7356e-01
FSCN2	1.1955e-20
FSCN3	3.4868e-05
FSD1	9.8576e-01
FSD1L	2.8814e-01
FSD2	3.2581e-01
FSHB	2.3133e-02
FSHR	1.4915e-05
FSIP1	8.7306e-06
FSIP2	4.6745e-30
FST	9.9997e-01
FSTL1	4.0939e-01
FSTL3	6.2004e-02
FSTL4	9.9930e-01
FSTL5	1.9812e-03
FTCD	7.6955e-06
FTH1	9.9548e-01
FTL	2.0735e-06
FTMT	1.2301e-02
FTO	3.6186e-01
FTSJ1	9.9261e-01
FTSJ3	9.9948e-01
FUBP1	9.9993e-01
FUBP3	9.9834e-01
FUCA1	1.0301e-08
FUCA2	2.0438e-02
FUNDC1	4.2053e-02
FUNDC2	5.9823e-02
FUOM	3.5030e-06
FURIN	1.0000e+00
FUS	1.0000e+00
FUT1	1.3957e-02
FUT10	1.2817e-08
FUT11	1.0207e-10
FUT2	3.2245e-02
FUT3	3.4751e-01
FUT4	6.7197e-02
FUT5	1.0874e-01
FUT6	4.8149e-01
FUT7	1.3253e-01
FUT8	7.1795e-01
FUT9	4.0683e-02
FUZ	2.2385e-02
FXN	4.9553e-01
FXR1	9.9386e-01
FXR2	9.9999e-01
FXYD1	3.6711e-01
FXYD2	7.9207e-03
FXYD3	2.8445e-02
FXYD4	6.3217e-04
FXYD5	2.7832e-01
FXYD6	4.1056e-01
FXYD6-FXYD2	3.6346e-02
FXYD7	6.9812e-02
FYB1	9.9996e-01
FYB2	4.4671e-09
FYCO1	6.5220e-03
FYN	1.0000e+00
FYTTD1	4.1706e-01
FZD1	1.2167e-02
FZD10	2.0656e-03
FZD2	2.9647e-02
FZD3	9.8648e-01
FZD4	3.5957e-01
FZD5	9.8911e-01
FZD6	4.4807e-08
FZD7	7.7559e-04
FZD8	9.2418e-03
FZD9	5.8105e-11
FZR1	9.9999e-01
G0S2	3.2722e-01
G2E3	8.8794e-01
G3BP1	5.1719e-01
G3BP2	4.9231e-01
G6PC1	9.4332e-02
G6PC2	1.7971e-01
G6PC3	7.1626e-02
G6PD	9.9011e-01
GAA	3.2099e-03
GAB1	9.9938e-01
GAB2	9.3931e-01
GAB3	9.5360e-01
GAB4	8.1159e-01
GABARAP	2.3332e-01
GABARAPL1	7.4453e-01
GABARAPL2	6.3835e-02
GABBR1	1.0000e+00
GABBR2	9.9999e-01
GABPA	1.0000e+00
GABPB1	9.8796e-01
GABPB2	2.8913e-03
GABRA1	1.0000e+00
GABRA2	9.8587e-01
GABRA3	3.8786e-02
GABRA4	9.9972e-01
GABRA5	9.9504e-01
GABRA6	1.8992e-05
GABRB1	8.3048e-01
GABRB2	9.9996e-01
GABRB3	9.9990e-01
GABRD	1.6538e-03
GABRE	1.7808e-03
GABRG1	3.6071e-10
GABRG2	9.9995e-01
GABRG3	8.1401e-01
GABRP	1.0121e-02
GABRQ	4.2977e-03
GABRR1	5.9905e-12
GABRR2	9.8086e-07
GABRR3	7.5444e-05
GAD1	7.8968e-01
GAD2	9.9997e-01
GADD45A	9.3602e-01
GADD45B	7.6828e-02
GADD45G	1.7069e-01
GADD45GIP1	5.1804e-06
GADL1	3.1272e-06
GAGE1	1.3113e-02
GAGE10	1.6612e-03
GAGE12H	3.4494e-01
GAGE12J	1.9883e-03
GAGE13	3.2958e-01
GAGE2A	1.0091e-01
GAK	9.9276e-02
GAL	1.3691e-02
GAL3ST1	2.4894e-01
GAL3ST2	2.2708e-07
GAL3ST3	4.6180e-08
GAL3ST4	5.3432e-02
GALC	2.0404e-11
GALE	2.3499e-02
GALK1	2.9384e-08
GALK2	5.8663e-01
GALM	1.8935e-05
GALNS	3.3045e-03
GALNT1	9.9998e-01
GALNT10	4.7816e-01
GALNT11	1.4499e-01
GALNT12	2.6775e-02
GALNT13	6.3794e-01
GALNT14	1.1007e-10
GALNT15	3.9155e-01
GALNT16	8.8764e-01
GALNT17	1.3909e-01
GALNT18	8.0712e-06
GALNT2	9.5737e-01
GALNT3	3.2034e-01
GALNT4	6.7575e-02
GALNT5	1.5904e-04
GALNT6	4.2248e-01
GALNT7	4.9870e-01
GALNT8	2.5362e-02
GALNT9	5.6719e-02
GALNTL5	8.8153e-04
GALNTL6	6.4098e-01
GALP	4.2056e-03
GALR1	2.7287e-01
GALR2	1.1805e-02
GALR3	3.6910e-03
GALT	4.0993e-09
GAMT	1.6959e-06
GAN	7.7757e-04
GANAB	1.0000e+00
GANC	3.5033e-01
GAP43	9.9644e-01
GAPDH	2.9036e-01
GAPDHS	7.4781e-06
GAPT	1.9167e-01
GAPVD1	1.0000e+00
GAR1	1.5736e-01
GAREM1	9.7716e-01
GAREM2	1.4887e-03
GARNL3	9.7723e-01
GARRE1	3.3474e-01
GARS1	1.2624e-01
GART	9.6351e-01
GAS1	7.1006e-04
GAS2	2.1112e-01
GAS2L1	1.3670e-02
GAS2L2	8.1164e-05
GAS2L3	1.0438e-01
GAS6	1.8607e-08
GAS7	8.5929e-01
GAS8	3.9565e-05
GASK1A	4.0695e-09
GASK1B	3.5145e-01
GAST	2.9777e-03
GATA1	9.4798e-01
GATA2	9.9993e-01
GATA3	9.9999e-01
GATA4	9.9963e-01
GATA5	3.5589e-11
GATA6	9.5443e-01
GATAD1	5.5199e-02
GATAD2A	1.0000e+00
GATAD2B	1.0000e+00
GATB	2.0744e-01
GATC	8.3831e-02
GATD1	2.2034e-03
GATM	7.4643e-01
GBA	2.2875e-04
GBA2	6.2890e-02
GBE1	9.7774e-06
GBF1	7.0482e-01
GBGT1	5.6673e-01
GBP1	4.7282e-10
GBP2	8.5150e-14
GBP3	2.3325e-04
GBP4	3.8535e-25
GBP5	1.7839e-06
GBP6	3.3133e-13
GBP7	2.9860e-06
GBX1	1.7489e-01
GBX2	8.7748e-01
GC	3.9092e-06
GCA	4.3479e-02
GCAT	1.1063e-02
GCC1	5.5427e-06
GCC2	5.0277e-01
GCDH	4.4344e-01
GCFC2	4.2961e-01
GCG	1.3736e-01
GCGR	3.4427e-03
GCH1	3.6987e-01
GCHFR	4.1343e-02
GCK	2.7587e-01
GCKR	7.1022e-04
GCLC	9.9952e-01
GCLM	3.4940e-02
GCM1	9.9033e-01
GCM2	6.6489e-06
GCN1	1.0000e+00
GCNT1	2.0467e-03
GCNT2	7.6314e-02
GCNT3	7.0414e-02
GCNT4	1.3134e-03
GCNT7	2.9727e-08
GCOM1	1.0445e-17
GCSAM	1.5335e-01
GCSAML	3.3036e-02
GCSH	5.6698e-01
GDA	4.8856e-01
GDAP1	5.6734e-02
GDAP1L1	4.7941e-01
GDAP2	5.1204e-02
GDE1	9.3492e-02
GDF1	6.6511e-06
GDF10	5.3087e-07
GDF11	7.5823e-01
GDF15	1.7046e-04
GDF2	3.0716e-06
GDF3	1.0504e-03
GDF5	2.5464e-02
GDF6	9.9957e-01
GDF7	2.7084e-05
GDF9	3.5957e-04
GDI1	9.9471e-01
GDI2	6.3404e-01
GDNF	9.9269e-01
GDPD1	2.4473e-02
GDPD2	7.0951e-01
GDPD3	1.2676e-03
GDPD4	3.9406e-05
GDPD5	3.0860e-02
GDPGP1	7.4314e-07
GEM	4.3394e-04
GEMIN2	1.1567e-02
GEMIN4	1.4332e-02
GEMIN5	2.8526e-18
GEMIN6	9.2205e-05
GEMIN7	7.5812e-03
GEMIN8	9.4464e-01
GEN1	4.3920e-02
GET1	4.0198e-01
GET1-SH3BGR	1.6320e-08
GET3	3.2299e-02
GET4	8.5207e-01
GFAP	3.0956e-01
GFER	6.5494e-06
GFI1	4.7992e-02
GFI1B	4.4239e-02
GFM1	4.0299e-01
GFM2	2.7046e-01
GFOD1	9.7472e-01
GFOD2	9.2771e-01
GFPT1	6.4385e-02
GFPT2	2.0511e-03
GFRA1	9.9765e-01
GFRA2	3.9459e-01
GFRA3	8.8646e-03
GFRA4	7.3452e-12
GFRAL	1.5025e-06
GFUS	7.0558e-02
GFY	1.0718e-09
GGA1	9.9993e-01
GGA2	3.9331e-02
GGA3	1.5013e-01
GGACT	6.5073e-01
GGCT	3.3380e-02
GGCX	3.6960e-02
GGH	5.8981e-02
GGN	2.5028e-01
GGNBP2	1.0000e+00
GGPS1	5.2876e-02
GGT1	4.4934e-01
GGT2	6.0649e-01
GGT5	9.9088e-04
GGT6	2.4308e-01
GGT7	6.4638e-01
GGTLC1	1.1476e-03
GGTLC2	2.1174e-02
GH1	8.1130e-02
GH2	8.9744e-04
GHDC	8.7694e-06
GHITM	5.0894e-01
GHR	1.5541e-01
GHRH	2.3059e-01
GHRHR	9.2721e-05
GHRL	3.6029e-02
GHSR	1.2387e-03
GID4	8.8872e-01
GID8	9.1436e-01
GIGYF1	4.0806e-16
GIGYF2	1.0000e+00
GIMAP1	9.5557e-01
GIMAP1-GIMAP5	5.2890e-05
GIMAP2	3.5294e-02
GIMAP4	9.5130e-03
GIMAP5	1.8815e-03
GIMAP6	7.1711e-01
GIMAP8	1.0542e-04
GIMD1	2.5892e-03
GIN1	4.1287e-01
GINM1	2.7663e-01
GINS1	7.7854e-02
GINS2	2.0723e-02
GINS3	9.3753e-05
GINS4	3.4529e-01
GIP	1.0240e-04
GIPC1	7.0164e-01
GIPC2	9.5029e-02
GIPC3	2.8483e-03
GIPR	7.4872e-02
GIT1	1.0000e+00
GIT2	8.1483e-01
GJA1	9.6349e-01
GJA10	3.9443e-02
GJA3	1.3127e-01
GJA4	3.7309e-02
GJA5	5.0173e-01
GJA8	1.2545e-05
GJA9	1.8460e-01
GJB1	8.4627e-01
GJB2	3.5366e-15
GJB3	6.5699e-03
GJB4	1.3174e-01
GJB5	5.1838e-02
GJB6	2.0018e-02
GJB7	1.5234e-01
GJC1	9.9974e-01
GJC2	4.5744e-01
GJC3	2.7427e-05
GJD2	3.6928e-02
GJD4	2.1580e-07
GK	9.8937e-01
GK2	1.2292e-05
GK3P	3.1156e-01
GK5	9.2596e-01
GKAP1	4.4877e-01
GKN1	2.7849e-02
GKN2	4.0895e-03
GLA	9.9675e-01
GLB1	3.2657e-03
GLB1L	3.9927e-01
GLB1L2	3.5577e-04
GLB1L3	3.9067e-09
GLCCI1	8.5193e-01
GLCE	9.6461e-01
GLDC	2.0793e-01
GLDN	1.6208e-06
GLE1	1.1235e-08
GLG1	9.9968e-01
GLI1	1.6388e-01
GLI2	1.0000e+00
GLI3	1.0000e+00
GLI4	8.8241e-05
GLIPR1	6.1750e-01
GLIPR1L1	3.6966e-03
GLIPR1L2	3.6553e-03
GLIPR2	5.1472e-01
GLIS1	9.4772e-01
GLIS2	3.2420e-01
GLIS3	2.8666e-01
GLMN	4.6438e-01
GLMP	1.3000e-04
GLOD4	3.7452e-01
GLOD5	5.1883e-01
GLP1R	9.8556e-01
GLP2R	1.4273e-02
GLRA1	1.9481e-07
GLRA2	9.7334e-01
GLRA3	4.0456e-02
GLRA4	9.3781e-09
GLRB	5.3106e-01
GLRX	2.6378e-02
GLRX2	1.8779e-01
GLRX3	3.7685e-01
GLRX5	1.3485e-01
GLS	5.2629e-01
GLS2	3.0222e-02
GLT1D1	2.7658e-01
GLT6D1	1.8491e-01
GLT8D1	3.2752e-01
GLT8D2	3.0503e-01
GLTP	9.6792e-04
GLTPD2	9.3609e-05
GLUD1	9.7389e-01
GLUD2	3.1520e-02
GLUL	9.9983e-01
GLYAT	3.0190e-01
GLYATL1	2.7081e-01
GLYATL2	6.5714e-08
GLYATL3	9.3087e-04
GLYCTK	1.2538e-04
GLYR1	9.9999e-01
GM2A	2.1065e-01
GMCL1	1.4802e-03
GMCL2	3.7233e-02
GMDS	5.3635e-01
GMEB1	1.0000e+00
GMEB2	9.9967e-01
GMFG	2.0254e-01
GMIP	7.7228e-01
GML	3.4678e-01
GMNC	6.8710e-03
GMPPA	2.0037e-01
GMPPB	7.1711e-07
GMPR	1.7367e-05
GMPR2	3.4462e-01
GMPS	2.2026e-01
GNA11	9.9978e-01
GNA12	9.2550e-01
GNA13	9.9986e-01
GNA14	2.3703e-06
GNA15	1.6656e-05
GNAI1	9.4486e-01
GNAI2	1.0000e+00
GNAI3	1.6967e-01
GNAL	9.7901e-01
GNAO1	1.0000e+00
GNAQ	8.5678e-01
GNAS	1.0000e+00
GNAT1	6.9613e-05
GNAT2	1.8706e-03
GNAT3	3.1218e-02
GNAZ	9.9978e-01
GNB1	9.9759e-01
GNB1L	2.1051e-03
GNB2	9.9995e-01
GNB3	8.4058e-03
GNB4	8.0172e-02
GNB5	6.3722e-03
GNE	1.2071e-04
GNG10	1.2707e-03
GNG12	7.5154e-01
GNG13	4.2364e-03
GNG2	3.8097e-01
GNG3	2.1741e-01
GNG4	1.3546e-02
GNG5	4.9897e-01
GNG5P2	3.2594e-01
GNG7	7.1645e-01
GNG8	1.5394e-02
GNGT2	3.8356e-02
GNL1	1.0000e+00
GNL2	4.2101e-02
GNL3	1.4661e-02
GNL3L	9.9558e-01
GNLY	2.7218e-02
GNMT	3.0258e-08
GNPAT	9.8871e-01
GNPDA1	9.7244e-02
GNPDA2	9.4774e-02
GNPTAB	6.8536e-01
GNPTG	1.8420e-04
GNRH1	3.3099e-01
GNRH2	6.4074e-06
GNRHR	4.4848e-01
GNS	2.4097e-01
GOLGA1	1.3344e-01
GOLGA2	1.0000e+00
GOLGA3	8.0611e-01
GOLGA4	1.1697e-02
GOLGA5	3.3378e-02
GOLGA6A	9.9515e-01
GOLGA6B	2.1032e-01
GOLGA6C	9.0250e-01
GOLGA6D	8.3091e-03
GOLGA6L1	4.0031e-01
GOLGA6L10	9.9602e-01
GOLGA6L2	1.5916e-07
GOLGA6L22	3.3009e-02
GOLGA6L6	1.6539e-01
GOLGA6L7	5.9563e-03
GOLGA6L9	2.4055e-01
GOLGA7B	1.5607e-04
GOLGA8A	6.4630e-01
GOLGA8B	4.6136e-01
GOLGA8H	5.4950e-18
GOLGA8J	3.9995e-02
GOLGA8K	7.7171e-03
GOLGA8M	2.1805e-05
GOLGA8N	3.9405e-01
GOLGA8O	7.2097e-01
GOLGA8Q	4.0539e-01
GOLGA8R	1.0535e-03
GOLGA8S	1.5421e-01
GOLGA8T	9.5736e-03
GOLGB1	8.0428e-01
GOLIM4	1.5449e-05
GOLM1	6.7446e-03
GOLM2	7.2903e-01
GOLPH3	1.2794e-01
GOLPH3L	8.4281e-05
GOLT1A	3.2897e-02
GON4L	9.7409e-01
GON7	7.3163e-01
GOPC	8.7002e-03
GORAB	9.6434e-01
GORASP1	3.1610e-01
GORASP2	8.5968e-01
GOSR1	3.1401e-01
GOSR2	2.8367e-01
GOT1	2.0739e-02
GOT1L1	4.0201e-02
GOT2	7.4744e-01
GP1BA	9.9780e-02
GP1BB	1.0401e-02
GP2	1.4720e-02
GP5	3.4056e-01
GP6	2.8675e-04
GPA33	2.8174e-04
GPAA1	9.3845e-03
GPALPP1	9.4872e-02
GPAM	1.6481e-02
GPANK1	3.6914e-01
GPAT2	8.3049e-01
GPAT3	4.0788e-13
GPAT4	9.9960e-01
GPATCH1	6.7662e-07
GPATCH11	3.6179e-02
GPATCH2	7.2950e-06
GPATCH2L	3.7592e-01
GPATCH3	3.1687e-04
GPATCH4	2.5971e-08
GPATCH8	1.0000e+00
GPBAR1	7.3985e-07
GPBP1	1.0000e+00
GPBP1L1	1.7440e-01
GPC1	4.0113e-01
GPC2	1.2438e-12
GPC3	9.9820e-01
GPC4	9.2613e-01
GPC5	3.7239e-01
GPC6	9.9996e-01
GPCPD1	8.1130e-01
GPD1	6.0868e-03
GPD1L	5.9492e-02
GPD2	5.2010e-02
GPER1	3.4941e-02
GPHA2	2.8817e-03
GPHB5	1.0397e-02
GPHN	9.9999e-01
GPI	2.8611e-03
GPIHBP1	8.2141e-05
GPKOW	9.9553e-01
GPLD1	1.8930e-06
GPM6A	9.9024e-01
GPM6B	9.0097e-01
GPN1	1.2095e-01
GPN2	6.2971e-03
GPN3	2.5907e-02
GPNMB	9.7631e-05
GPR101	7.0375e-01
GPR107	6.4846e-01
GPR108	4.7115e-01
GPR119	8.6183e-03
GPR12	6.2181e-01
GPR132	3.4373e-01
GPR135	8.1298e-12
GPR137	3.7048e-01
GPR137B	4.0632e-02
GPR137C	6.7272e-02
GPR139	1.0920e-01
GPR141	1.5403e-02
GPR142	4.0097e-03
GPR143	9.5565e-01
GPR148	3.2606e-01
GPR149	3.6564e-18
GPR15	1.2156e-05
GPR150	1.5198e-12
GPR151	1.4095e-06
GPR152	3.0302e-01
GPR153	3.9284e-05
GPR155	2.1923e-07
GPR156	5.1892e-03
GPR157	6.4038e-03
GPR158	1.4412e-02
GPR160	4.4077e-01
GPR161	1.0027e-04
GPR162	1.8627e-04
GPR17	1.3761e-02
GPR171	1.2399e-01
GPR173	8.7422e-01
GPR174	3.9757e-01
GPR176	4.6099e-05
GPR179	4.8001e-14
GPR18	4.8285e-07
GPR180	1.2569e-16
GPR182	5.3472e-01
GPR183	1.9523e-01
GPR19	2.1439e-01
GPR21	6.7461e-01
GPR22	4.5314e-01
GPR25	5.2070e-02
GPR26	2.8877e-04
GPR27	8.1685e-02
GPR3	5.7600e-06
GPR31	1.2143e-01
GPR32	3.0259e-01
GPR33	2.2246e-04
GPR34	2.6387e-01
GPR35	1.5939e-01
GPR37	3.1645e-02
GPR37L1	7.7407e-02
GPR39	2.9505e-08
GPR4	4.2089e-03
GPR42	3.1131e-01
GPR45	1.3370e-03
GPR50	6.4639e-01
GPR52	8.7700e-01
GPR55	9.2087e-03
GPR6	2.2849e-04
GPR61	6.7342e-03
GPR62	1.1172e-01
GPR63	3.5687e-02
GPR65	3.5326e-03
GPR68	1.6162e-03
GPR75	6.6724e-12
GPR75-ASB3	5.7878e-14
GPR78	1.2833e-13
GPR82	1.4409e-01
GPR83	3.4689e-07
GPR84	2.0431e-02
GPR85	8.5231e-01
GPR87	3.0011e-06
GPR88	6.5351e-08
GPR89A	2.1309e-01
GPR89B	4.0328e-02
GPRASP1	3.1099e-01
GPRASP2	9.8751e-01
GPRC5A	3.7077e-01
GPRC5B	3.8614e-01
GPRC5C	5.9326e-01
GPRC5D	1.6627e-01
GPRC6A	2.9401e-09
GPRIN1	4.6342e-03
GPRIN2	3.0546e-04
GPRIN3	3.3883e-04
GPS1	1.0000e+00
GPS2	8.7132e-01
GPSM1	1.9428e-04
GPSM2	1.1859e-01
GPSM3	4.3747e-04
GPT	2.1710e-26
GPT2	8.9097e-01
GPX1	1.6420e-02
GPX2	1.4426e-05
GPX3	1.7977e-02
GPX4	1.2034e-05
GPX5	2.4791e-04
GPX6	1.0019e-04
GPX7	3.0218e-09
GPX8	1.2842e-01
GRAMD1A	4.1270e-03
GRAMD1B	4.7684e-01
GRAMD1C	8.0295e-02
GRAMD2A	9.6144e-04
GRAMD2B	9.8762e-02
GRAMD4	9.9858e-01
GRAP	8.4323e-02
GRAP2	4.2201e-06
GRB10	1.0000e+00
GRB14	6.1489e-02
GRB2	9.9988e-01
GRB7	7.5209e-04
GREB1	2.4229e-01
GREB1L	1.0000e+00
GREM1	2.5164e-01
GREM2	1.5041e-03
GRHL1	2.1068e-03
GRHL2	1.0000e+00
GRHL3	9.9997e-01
GRHPR	2.2766e-04
GRIA1	1.0000e+00
GRIA2	1.0000e+00
GRIA3	9.9976e-01
GRIA4	9.9957e-01
GRID1	1.0000e+00
GRID2	9.9997e-01
GRID2IP	4.1440e-15
GRIFIN	7.5601e-10
GRIK1	1.2429e-02
GRIK2	9.9174e-01
GRIK3	9.9999e-01
GRIK4	9.6028e-01
GRIK5	2.2479e-01
GRIN1	1.0239e-01
GRIN2A	1.0000e+00
GRIN2B	1.0000e+00
GRIN2C	6.1973e-19
GRIN2D	7.0893e-04
GRIN3A	2.6921e-03
GRIN3B	3.1204e-18
GRINA	1.0501e-01
GRIP1	1.0000e+00
GRIP2	5.8916e-01
GRIPAP1	9.9999e-01
GRK1	1.2381e-03
GRK2	1.0000e+00
GRK3	2.3882e-01
GRK4	1.6115e-02
GRK5	3.4221e-02
GRK6	6.8525e-01
GRK7	7.5460e-05
GRM1	1.0000e+00
GRM2	6.2949e-01
GRM3	9.8241e-01
GRM4	9.9884e-01
GRM5	9.9953e-01
GRM6	3.3320e-25
GRM7	9.8882e-01
GRM8	3.2805e-01
GRN	9.5206e-01
GRP	5.6636e-02
GRPEL1	2.3835e-02
GRPEL2	4.1745e-04
GRPR	2.2444e-01
GRSF1	6.9938e-08
GRTP1	5.4751e-13
GRWD1	3.2182e-03
GRXCR1	9.0463e-09
GRXCR2	2.9341e-03
GSAP	4.5635e-01
GSC	7.1112e-05
GSC2	4.7300e-05
GSDMA	1.4361e-06
GSDMB	1.4456e-02
GSDMC	1.9715e-05
